0|.main.go.swp|5601999|420|1000|1000|12288|1692411865|1692411871|1692411871|1692411871
0|build.sh|5598450|493|1000|1000|50|1692410607|1692410607|1692410612|1692410612
0|common/common.go|5597946|420|1000|1000|812|1692410459|1692388523|1692410459|1692410459
0|createBody/createBody.go|5597949|420|1000|1000|2403|1692410459|1692402724|1692410459|1692410459
0|createBody/goStat|5597948|493|1000|1000|2313742|1692410417|1691797491|1692410459|1692410459
0|go.mod|5597953|420|1000|1000|323|1692410459|1692410459|1692410459|1692410459
0|go.sum|5597955|420|1000|1000|1382|1692410459|1692410459|1692410459|1692410459
0|goBodyFile-0.3.bin|5598313|493|1000|1000|2972696|1692411409|1692410564|1692410564|1692410564
0|main.go|5597961|420|1000|1000|2300|1692410459|1692410459|1692410459|1692410459
0|processBody/processBody.go|5597959|420|1000|1000|2296|1692410465|1692381314|1692410459|1692410459
0|version|5598200|420|1000|1000|4|1692410563|1692410526|1692410526|1692410526
0|.|5595701|2147484141|1000|1000|198|1692411997|1692412029|1692412029|1692412029
0|common|5597945|2147484141|1000|1000|18|1692410465|1692376770|1692410459|1692410459
0|createBody|5597947|2147484141|1000|1000|38|1692410465|1692378468|1692410459|1692410459
0|processBody|5597958|2147484141|1000|1000|28|1692410465|1692376581|1692410459|1692410459
